loc	cluster
chr1:23749538-23750452	0
chr1:23802379-23803249	1
chr1:23843598-23845818	3
chr1:23970181-23970791	1
chr1:23990847-23991743	17
chr1:23995974-23996846	17
chr1:24020047-24021656	3
chr1:24023694-24024321	20
chr1:24038908-24039661	1
chr1:24043700-24044508	3
chr1:24054340-24054711	0
chr1:24061996-24064003	3
chr1:24095274-24095841	8
chr1:24120789-24121334	1
chr1:24156652-24157286	8
chr1:24165441-24165995	8
chr1:24200348-24201300	17
chr1:24210002-24210257	15
chr1:24254546-24254912	1
chr1:24266276-24266677	22
chr1:24289076-24289613	8
chr1:24299060-24299942	8
chr1:24389266-24389541	1
chr1:24397813-24398012	23
chr1:24449030-24449807	4
chr1:24460588-24461494	11
chr1:24551987-24552278	27
chr1:24589207-24589406	24
chr1:24622587-24622993	0
chr1:24623788-24625066	8
chr1:24665619-24666199	5
chr1:24689482-24690120	10
chr1:24708594-24708981	24
chr1:24709620-24709899	25
chr1:24715477-24715694	2
chr1:24722296-24722529	16
chr1:24731810-24732069	29
chr1:24776023-24776680	1
chr1:24779918-24780285	30
chr1:24790622-24791006	4
chr1:24799128-24799515	2
chr1:24818517-24819494	8
chr1:24857248-24858169	1
chr1:24862388-24862648	15
chr1:24879475-24879979	0
chr1:24927493-24928102	3
chr1:24992009-24992652	25
chr1:25045104-25045974	1
chr1:25055171-25055873	1
chr1:25088645-25089464	0
chr1:25091708-25091972	0
chr1:25122703-25123626	3
chr1:25146296-25147156	0
chr1:25157064-25158184	17
chr1:25185303-25185630	28
chr1:25186505-25186960	22
chr1:25236907-25237445	1
chr1:25260830-25261239	9
chr1:25275411-25275610	18
chr1:25327083-25327313	0
chr1:25335595-25336482	7
chr1:25342583-25343035	1
chr1:25351873-25352088	0
chr1:25362381-25363318	1
chr1:25368914-25369182	9
chr1:25379933-25380132	5
chr1:25381605-25381864	21
chr1:25399021-25399220	4
chr1:25411690-25412215	7
chr1:25437315-25439463	3
chr1:25443751-25444311	0
chr1:25473981-25474223	9
chr1:25474441-25474986	9
chr1:25498579-25499442	36
chr1:25534744-25534966	18
chr1:25622796-25623561	0
chr1:25635123-25635915	27
chr1:25686944-25687178	4
chr1:25730638-25731084	28
chr1:25790198-25790423	16
chr1:25827160-25827497	25
chr1:25862844-25863806	1
chr1:25883789-25884654	3
chr1:25905883-25906257	2
chr1:25993299-25993647	15
chr1:26003658-26004493	2
chr1:26023051-26023833	1
chr1:26039719-26040079	9
chr1:26042567-26042916	11
chr1:26052573-26052772	4
chr1:26070395-26070613	1
chr1:26085503-26086574	0
chr1:26142705-26143848	0
chr1:26150588-26151205	1
chr1:26263849-26264322	0
chr1:26291837-26292989	20
chr1:26311869-26312180	0
chr1:26354979-26357589	3
chr1:26413884-26414676	7
chr1:26539863-26540290	13
chr1:26624352-26625108	1
chr1:26635595-26635845	31
chr1:26641355-26641897	20
chr1:26650333-26651317	1
chr1:26666203-26666587	9
chr1:26774670-26775101	0
chr1:26853465-26854867	8
chr1:26864454-26864908	7
chr1:26900390-26900589	4
chr1:26920239-26920562	14
chr1:26935019-26935523	1
chr1:26935836-26936449	1
chr1:27079793-27080176	0
chr1:27173968-27175175	3
chr1:27264388-27265120	19
chr1:27283231-27283651	19
chr1:27348131-27348403	23
chr1:27349794-27349993	29
chr1:27405536-27405914	27
chr1:27419653-27421140	0
chr1:27470722-27471247	5
chr1:27492486-27492685	5
chr1:27568255-27568619	5
chr1:27576507-27577350	0
chr1:27578484-27578881	0
chr1:27594205-27594804	5
chr1:27618369-27618743	10
chr1:27641381-27641790	5
chr1:27654209-27654536	15
chr1:27684592-27685977	1
chr1:27704291-27704495	16
chr1:27799123-27799322	2
chr1:27894549-27894932	19
chr1:27907684-27908814	0
chr1:27919539-27920248	19
chr1:27955511-27956734	1
chr1:27962764-27963318	1
chr1:28001981-28002729	2
chr1:28019884-28020111	23
chr1:28081605-28082019	7
chr1:28159236-28159495	12
chr1:28184112-28185051	5
chr1:28186540-28186789	4
chr1:28296901-28297389	5
chr1:28309786-28310077	38
chr1:28319745-28320360	8
chr1:28358286-28358583	10
chr1:28361074-28362316	0
chr1:28520119-28520533	0
chr1:28524781-28525572	31
chr1:28563088-28563636	15
chr1:28618066-28618566	5
chr1:28670033-28670278	15
chr1:28714687-28715348	8
chr1:28716581-28717074	12
chr1:28730265-28730464	23
chr1:28739995-28740233	4
chr1:28760351-28760662	19
chr1:28783632-28783887	0
chr1:28808408-28808800	0
chr1:28811687-28812142	2
chr1:28858799-28859029	0
chr1:28859090-28859505	0
chr1:28867687-28868102	0
chr1:28920835-28921745	1
chr1:28935650-28936156	1
chr1:28960712-28961118	1
chr1:28975529-28976180	14
chr1:28978589-28979734	0
chr1:28990232-28990859	8
chr1:29089633-29089862	5
chr1:29120169-29121133	0
chr1:29128210-29128468	1
chr1:29132523-29133710	1
chr1:29157062-29157401	0
chr1:29161442-29162180	0
chr1:29191487-29192409	1
chr1:29292123-29292735	16
chr1:29318902-29319101	4
chr1:29323233-29323596	16
chr1:29363588-29365469	10
chr1:29375744-29376293	5
chr1:29400314-29400618	10
chr1:29420617-29420821	16
chr1:29453630-29453837	26
chr1:29479466-29479739	15
chr1:29480098-29480321	4
chr1:29597570-29598646	3
chr1:29617954-29618849	0
chr1:29708156-29709379	11
chr1:29710098-29710688	11
chr1:29753168-29753439	25
chr1:29783424-29784142	0
chr1:29805821-29806199	2
chr1:29812502-29813401	20
chr1:29814576-29815263	20
chr1:29839039-29839769	3
chr1:29917316-29918372	1
chr1:29999561-29999760	21
chr1:30013627-30013846	14
chr1:30050995-30051303	16
chr1:30132417-30132762	9
chr1:30153092-30153572	15
chr1:30154727-30155943	1
chr1:30157955-30158406	9
chr1:30189787-30190713	10
chr1:30202852-30203051	8
chr1:30203529-30203837	1
chr1:30208980-30209965	28
chr1:30224926-30225316	15
chr1:30246441-30246796	4
chr1:30255224-30255489	0
chr1:30273479-30273858	5
chr1:30333293-30333563	5
chr1:30342294-30342875	1
chr1:30354380-30354928	12
chr1:30372395-30372788	2
chr1:30386155-30386354	16
chr1:30410232-30410642	12
chr1:30420926-30421319	2
chr1:30427322-30427895	0
chr1:30446003-30446415	4
chr1:30456725-30457455	9
chr1:30467658-30467968	0
chr1:30469088-30469307	15
chr1:30494624-30495350	0
chr1:30524967-30525245	12
chr1:30541054-30541416	22
chr1:30550566-30551539	1
chr1:30556026-30556554	19
chr1:30562506-30562886	9
chr1:30578080-30578930	8
chr1:30641295-30641680	1
chr1:30641998-30642645	0
chr1:30674211-30674720	25
chr1:30674996-30675195	1
chr1:30714707-30715061	0
chr1:30986100-30986575	14
chr1:31030569-31031006	5
chr1:31078613-31078897	10
chr1:31148828-31149135	23
chr1:31172158-31172357	16
chr1:31176156-31177330	1
chr1:31189651-31191113	3
chr1:31221166-31221448	27
chr1:31224228-31224428	4
chr1:31261336-31261827	2
chr1:31268575-31269580	11
chr1:31275708-31275958	1
chr1:31286579-31287153	30
chr1:31296661-31297124	11
chr1:31314736-31315149	17
chr1:31322994-31323201	19
chr1:31324933-31325604	34
chr1:31332140-31332399	23
chr1:31341562-31342221	11
chr1:31388215-31389343	1
chr1:31425864-31426119	29
chr1:31544185-31544887	3
chr1:31548171-31548901	3
chr1:31643222-31645099	3
chr1:31671671-31671962	1
chr1:31679925-31680192	25
chr1:31682251-31682532	5
chr1:31712744-31712982	2
chr1:31761634-31762106	16
chr1:31792935-31793372	25
chr1:31883685-31884010	1
chr1:31907609-31907886	12
chr1:31933208-31933420	16
chr1:31935752-31935971	30
chr1:31941808-31942447	8
chr1:31948907-31949190	0
chr1:31960577-31961071	14
chr1:31968383-31969236	1
chr1:32032517-32033696	7
chr1:32080280-32080617	30
chr1:32083134-32083510	28
chr1:32127399-32129499	15
chr1:32138608-32138984	34
chr1:32170313-32170638	34
chr1:32174287-32174659	21
chr1:32209924-32210827	8
chr1:32244315-32245274	1
chr1:32259123-32259334	13
chr1:32292806-32293036	15
chr1:32346626-32347032	2
chr1:32354006-32354538	25
chr1:32355356-32355700	33
chr1:32365504-32367381	19
chr1:32376363-32377344	20
chr1:32413452-32413713	25
chr1:32422848-32423788	10
chr1:32457195-32457743	7
chr1:32480393-32481059	7
chr1:32481613-32481812	15
chr1:32544099-32544543	1
chr1:32578763-32579267	7
chr1:32622377-32622861	22
chr1:32641766-32642632	7
chr1:32645680-32646035	7
chr1:32661343-32661715	13
chr1:32684082-32684345	2
chr1:32715875-32716143	15
chr1:32717562-32718144	32
chr1:32719436-32719958	5
chr1:32726947-32727146	5
chr1:32731286-32731890	10
chr1:32749836-32750215	31
chr1:32751797-32752284	21
chr1:32754224-32754484	14
chr1:32768992-32769216	15
chr1:32796567-32797115	21
chr1:32813614-32814122	7
chr1:32824139-32824461	22
chr1:32831619-32832195	27
chr1:32849475-32850658	27
chr1:32882322-32883576	2
chr1:32885164-32885392	13
chr1:32888496-32888728	12
chr1:32899282-32899515	16
chr1:32899730-32899976	16
chr1:32909120-32909467	2
chr1:32923023-32923246	4
chr1:32944236-32944776	13
chr1:32946289-32947041	12
chr1:32950141-32950381	23
chr1:32955266-32955482	16
chr1:32957411-32957930	4
chr1:32958071-32958448	4
chr1:32958678-32959014	15
chr1:32994700-32994906	24
chr1:32998486-32998983	29
chr1:33045834-33046618	7
chr1:33070168-33070584	32
chr1:33079773-33080119	15
chr1:33080543-33080770	7
chr1:33081843-33083699	1
chr1:33094415-33094625	2
chr1:33105334-33105724	5
chr1:33151696-33152064	22
chr1:33154029-33154287	2
chr1:33160015-33161323	8
chr1:33184422-33185012	9
chr1:33239510-33240093	2
chr1:33271738-33272655	7
chr1:33346828-33347107	16
chr1:33363972-33364264	2
chr1:33372147-33372465	4
chr1:33405460-33406327	7
chr1:33454617-33455211	25
chr1:33474610-33475281	12
chr1:33477581-33478090	5
chr1:33483393-33484162	20
chr1:33507048-33507519	2
chr1:33508231-33508711	21
chr1:33519875-33520588	2
chr1:33593971-33594307	15
chr1:33601346-33601545	10
chr1:33617241-33617577	5
chr1:33653445-33653972	1
chr1:33656294-33657354	0
chr1:33680298-33681009	1
chr1:33693626-33694007	9
chr1:33736075-33736274	14
chr1:33756150-33756849	5
chr1:33775244-33776194	0
chr1:33780930-33781993	3
chr1:33786122-33786488	11
chr1:33793486-33793685	18
chr1:33798457-33798895	16
chr1:33811592-33813416	17
chr1:33825956-33826237	5
chr1:33866922-33867121	26
chr1:33883244-33883761	1
chr1:33885700-33886234	31
chr1:33921765-33922046	29
chr1:33929088-33929431	15
chr1:33946479-33946924	0
chr1:33949110-33949416	30
chr1:33952298-33952749	24
chr1:33954696-33954938	16
chr1:33956774-33957404	21
chr1:33976380-33977606	8
chr1:33985468-33985931	21
chr1:33989143-33989548	27
chr1:34021854-34022112	26
chr1:34022918-34023125	13
chr1:34027260-34028117	2
chr1:34031357-34031556	13
chr1:34040110-34040448	5
chr1:34059064-34059604	2
chr1:34072953-34073408	4
chr1:34111421-34111700	5
chr1:34116563-34117184	20
chr1:34134626-34134864	12
chr1:34180571-34181373	25
chr1:34251710-34251938	16
chr1:34257340-34257598	21
chr1:34270184-34271238	22
chr1:34274233-34274673	15
chr1:34281912-34282816	15
chr1:34302550-34302907	30
chr1:34361163-34361579	14
chr1:34376857-34377220	7
chr1:34388892-34389201	0
chr1:34423902-34424171	8
chr1:34432621-34433657	11
chr1:34453964-34454376	9
chr1:34459748-34460591	0
chr1:34470596-34471698	9
chr1:34478432-34479803	0
chr1:34509194-34509727	1
chr1:34599499-34600021	14
chr1:34603050-34603815	21
chr1:34624093-34624732	2
chr1:34626307-34626814	7
chr1:34636345-34636702	0
chr1:34661241-34661656	14
chr1:34744948-34745833	1
chr1:34771374-34771672	26
chr1:34772558-34772757	38
chr1:34776256-34776741	0
chr1:34777267-34778070	27
chr1:34792010-34792386	4
chr1:34820838-34821287	26
chr1:34987736-34987976	26
chr1:34991405-34991681	13
chr1:35009068-35009378	15
chr1:35010508-35010844	1
chr1:35012288-35013462	19
chr1:35014867-35015151	5
chr1:35057632-35057848	12
chr1:35075821-35077026	2
chr1:35103668-35104275	0
chr1:35140946-35141145	18
chr1:35142961-35143552	28
chr1:35214074-35214353	30
chr1:35292521-35293957	0
chr1:35414151-35414359	0
chr1:35426385-35426667	29
chr1:35460138-35460337	28
chr1:35520435-35521583	3
chr1:35630725-35632094	3
chr1:35666408-35666693	25
chr1:35676012-35676534	8
chr1:35697606-35698614	3
chr1:35766645-35767469	1
chr1:35770071-35770275	2
chr1:35777397-35778375	0
chr1:35809282-35810254	3
chr1:35821158-35821416	11
chr1:35849349-35849768	1
chr1:35864586-35864837	5
chr1:35865746-35867320	1
chr1:35875589-35875901	5
chr1:35900260-35901143	1
chr1:35992867-35993118	8
chr1:36120344-36121400	3
chr1:36186187-36186407	4
chr1:36192617-36193455	3
chr1:36205515-36205714	15
chr1:36225480-36226240	1
chr1:36257696-36258011	1
chr1:36260881-36261223	10
chr1:36333032-36333346	0
chr1:36345868-36346376	15
chr1:36459155-36459468	19
chr1:36476802-36477939	1
chr1:36485806-36487516	1
chr1:36494758-36495289	1
chr1:36523873-36524403	1
chr1:36532167-36533266	1
chr1:36552365-36553590	3
chr1:36598057-36598327	0
chr1:36604805-36605666	17
chr1:36616884-36617185	17
chr1:36639663-36640069	4
chr1:36653335-36653910	19
chr1:36681246-36682049	9
chr1:36690290-36691389	1
chr1:36703159-36703454	12
chr1:36704138-36704802	17
chr1:36730515-36731269	11
chr1:36735484-36735732	28
chr1:36830402-36830791	1
chr1:36835490-36835719	9
chr1:36839638-36840288	0
chr1:36890712-36891599	11
chr1:36904119-36904480	19
chr1:36905561-36905760	1
chr1:36918176-36918468	30
chr1:36974906-36975105	32
chr1:37015970-37016192	5
chr1:37050973-37051280	0
chr1:37091488-37092245	0
chr1:37104730-37104929	24
chr1:37105978-37107059	3
chr1:37142160-37142411	19
chr1:37145050-37145761	2
chr1:37147698-37148168	9
chr1:37176925-37177530	8
chr1:37182153-37182726	20
chr1:37292789-37293033	2
chr1:37294192-37294894	20
chr1:37326784-37327208	0
chr1:37361103-37361580	10
chr1:37371545-37372451	11
chr1:37425327-37425808	29
chr1:37440164-37440515	16
chr1:37441657-37442210	13
chr1:37451485-37451728	0
chr1:37477340-37478126	2
chr1:37485515-37485817	23
chr1:37486743-37487044	18
chr1:37498714-37499303	5
chr1:37540350-37540740	10
chr1:37543989-37544682	7
chr1:37572110-37572774	4
chr1:37591240-37591812	2
chr1:37599716-37600371	34
chr1:37618826-37619025	24
chr1:37619633-37619873	10
chr1:37623241-37623517	33
chr1:37624530-37624932	5
chr1:37626105-37626330	23
chr1:37626974-37627314	10
chr1:37659573-37660218	12
chr1:37667003-37667683	0
chr1:37668041-37668519	12
chr1:37671168-37671516	15
chr1:37689125-37690201	11
chr1:37714764-37715088	5
chr1:37717337-37717874	9
chr1:37722207-37722741	2
chr1:37735299-37735626	13
chr1:37737666-37738089	4
chr1:37760795-37761300	0
chr1:37776293-37777040	8
chr1:37779276-37779577	8
chr1:37798682-37799095	4
chr1:37810123-37810925	8
chr1:37827539-37828055	18
chr1:37830923-37831357	13
chr1:37835918-37836159	13
chr1:37847313-37847610	5
chr1:37863827-37864385	2
chr1:37899211-37899512	15
chr1:37900310-37900523	4
chr1:37916619-37916820	18
chr1:37975290-37975744	25
chr1:37979850-37980734	5
chr1:37990491-37991021	17
chr1:37996302-37996771	22
chr1:38053086-38053517	19
chr1:38062208-38062687	1
chr1:38115778-38116310	22
chr1:38129450-38129853	1
chr1:38231062-38231749	17
chr1:38241570-38242208	17
chr1:38253892-38255470	0
chr1:38271140-38271891	14
chr1:38289393-38290282	17
chr1:38298812-38299013	18
chr1:38302885-38304004	17
chr1:38326049-38326616	17
chr1:38392493-38392692	24
chr1:38400938-38401331	5
chr1:38402101-38402966	14
chr1:38437246-38437863	5
chr1:38449271-38449470	24
chr1:38473206-38473449	5
chr1:38490932-38491249	21
chr1:38494156-38495234	22
chr1:38510261-38510904	7
chr1:38527486-38527811	24
chr1:38532956-38533999	7
chr1:38551853-38552151	23
chr1:38553728-38553927	21
chr1:38563496-38564167	32
chr1:38568720-38569554	12
chr1:38581050-38582389	0
chr1:38588472-38589081	7
chr1:38661393-38661885	2
chr1:38662910-38663264	4
chr1:38715769-38715971	21
chr1:38716307-38717054	0
chr1:38732163-38732794	9
chr1:38748734-38749103	10
chr1:38791112-38792073	9
chr1:38813316-38814242	1
chr1:38855342-38856464	1
chr1:38869493-38870428	1
chr1:38899056-38900684	3
chr1:38910011-38910854	3
chr1:38910917-38911275	3
chr1:38914534-38916146	3
chr1:38926872-38927235	2
chr1:38957300-38957748	1
chr1:38974033-38974959	0
chr1:38994732-38995249	11
chr1:39017569-39017871	1
chr1:39022357-39022854	21
chr1:39025746-39026101	10
chr1:39032335-39032534	23
chr1:39036844-39037503	17
chr1:39043503-39043729	10
chr1:39044008-39044590	10
chr1:39054230-39055010	0
chr1:39071397-39072046	0
chr1:39084778-39085636	0
chr1:39105270-39105469	18
chr1:39137616-39138193	8
chr1:39328388-39329358	1
chr1:39385720-39386486	1
chr1:39416901-39418268	20
chr1:39536297-39537352	3
chr1:39612508-39614054	3
chr1:39641436-39641979	1
chr1:39662382-39663166	1
chr1:39663531-39664101	7
chr1:39699562-39699800	4
chr1:39712690-39713298	1
chr1:39719016-39719837	1
chr1:39863610-39863854	9
chr1:39881825-39882354	7
chr1:39905536-39905973	0
chr1:39955792-39956318	7
chr1:40017592-40018415	1
chr1:40020527-40021214	1
chr1:40025262-40025951	1
chr1:40027392-40028026	0
chr1:40044043-40044689	1
chr1:40073958-40076630	3
chr1:40087608-40089127	3
chr1:40211105-40212389	1
chr1:40213290-40213489	4
chr1:40239883-40240324	0
chr1:40249774-40250111	12
chr1:40254430-40254629	4
chr1:40353553-40354883	3
chr1:40387405-40387697	7
chr1:40398391-40399533	3
chr1:40595624-40596087	0
chr1:40598885-40599367	9
chr1:40710970-40712193	19
chr1:40730203-40730540	5
chr1:40732879-40733097	32
chr1:40765889-40766591	9
chr1:40775297-40776063	1
chr1:40777914-40778523	1
chr1:40791790-40792874	19
chr1:40817748-40818206	1
chr1:40826742-40827068	0
chr1:40834688-40835749	3
chr1:40948797-40949593	1
chr1:40974839-40975258	4
chr1:40984123-40984369	18
chr1:40986696-40986956	13
chr1:41006362-41006620	38
chr1:41042451-41042872	0
chr1:41072152-41072661	4
chr1:41088828-41089057	24
chr1:41096092-41096647	16
chr1:41116821-41117296	21
chr1:41148397-41150205	1
chr1:41169961-41170160	22
chr1:41173089-41173849	24
chr1:41175623-41176096	11
chr1:41179138-41180342	11
chr1:41180488-41181033	1
chr1:41188825-41189205	11
chr1:41222386-41223422	7
chr1:41228495-41229302	9
chr1:41259857-41260805	8
chr1:41263235-41263606	4
chr1:41298085-41298631	9
chr1:41303518-41304146	1
chr1:41335016-41335819	2
chr1:41353474-41353860	10
chr1:41359679-41360252	9
chr1:41401968-41402172	12
chr1:41430928-41431268	27
chr1:41433397-41433900	0
chr1:41451386-41451638	18
chr1:41454009-41454440	11
chr1:41455916-41456130	24
chr1:41516654-41517898	3
chr1:41522477-41523022	2
chr1:41527848-41528770	0
chr1:41552356-41552761	23
chr1:41566673-41566967	27
chr1:41570673-41571090	11
chr1:41584689-41585722	28
chr1:41600238-41600529	19
chr1:41646396-41646952	1
chr1:41690147-41691098	0
chr1:41712896-41713669	17
chr1:41755629-41756309	14
chr1:41771338-41771996	1
chr1:41782022-41782344	0
chr1:41792914-41793353	8
chr1:41837275-41837652	9
chr1:41841786-41842112	1
chr1:41897628-41897890	8
chr1:41915852-41916247	22
chr1:41955362-41955598	23
chr1:42000138-42000871	7
chr1:42011717-42012383	0
chr1:42027803-42028002	13
chr1:42054113-42054468	7
chr1:42058600-42058912	2
chr1:42068142-42068745	5
chr1:42083377-42083863	1
chr1:42089828-42090070	16
chr1:42093268-42093738	1
chr1:42101296-42101621	16
chr1:42132155-42132565	14
chr1:42153673-42154287	0
chr1:42159270-42159785	10
chr1:42178331-42179292	3
chr1:42196207-42196632	10
chr1:42199402-42199920	11
chr1:42227962-42228815	11
chr1:42302439-42303221	8
chr1:42333413-42334063	22
chr1:42363491-42364340	2
chr1:42405065-42405645	0
chr1:42419548-42420248	0
chr1:42433598-42434612	0
chr1:42467583-42468486	0
chr1:42474414-42475318	0
chr1:42481572-42482564	4
chr1:42497057-42497587	1
chr1:42516733-42517401	1
chr1:42519491-42520368	1
chr1:42564240-42564499	2
chr1:42631935-42632388	22
chr1:42679954-42680162	29
chr1:42682372-42683151	1
chr1:42691315-42692115	1
chr1:42701515-42702036	2
chr1:42723936-42725485	20
chr1:42727904-42728464	14
chr1:42737902-42738366	1
chr1:42743512-42744380	3
chr1:42747085-42747804	1
chr1:42776992-42779859	3
chr1:42796065-42796908	21
chr1:42825840-42827166	1
chr1:42838950-42839811	1
chr1:42848790-42849130	5
chr1:42849462-42850000	0
chr1:42864063-42864807	1
chr1:42867071-42867757	0
chr1:42895348-42895731	5
chr1:42902275-42902889	5
chr1:42930645-42930980	13
chr1:43012950-43013400	5
chr1:43016002-43016250	2
chr1:43042582-43042781	26
chr1:43049402-43049601	24
chr1:43065424-43066261	7
chr1:43073871-43074444	30
chr1:43138270-43138533	13
chr1:43157388-43158112	10
chr1:43179894-43180145	24
chr1:43238798-43239009	29
chr1:43247186-43247998	1
chr1:43249845-43250166	29
chr1:43276711-43276937	35
chr1:43279564-43280067	27
chr1:43280690-43281679	10
chr1:43286162-43286997	2
chr1:43302163-43303116	1
chr1:43329579-43330205	1
chr1:43397658-43398092	1
chr1:43398177-43398493	27
chr1:43412668-43412988	4
chr1:43483386-43484098	12
chr1:43565152-43565656	24
chr1:43576995-43578071	3
chr1:43604698-43605230	0
chr1:43618621-43619001	2
chr1:43664618-43664939	5
chr1:43675944-43676763	8
chr1:43682221-43682538	11
chr1:43746929-43747343	1
chr1:43747414-43748724	1
chr1:43767652-43767887	2
chr1:43818382-43819047	17
chr1:43880550-43881149	5
chr1:43917984-43918300	16
chr1:43923886-43924346	1
chr1:43925044-43925325	16
chr1:43934730-43934995	5
chr1:43959841-43960838	1
chr1:44042944-44043159	4
chr1:44061934-44062357	27
chr1:44063096-44064514	0
chr1:44073124-44073822	10
