	sub_clusters_manual
1-21548584-21549041	unassigned
1-21606581-21606868	sub_clust_3
1-21624455-21625058	unassigned
1-21656356-21657125	unassigned
1-21689266-21689660	sub_clust_5
1-21690916-21691575	unassigned
1-21697659-21698823	unassigned
1-21762016-21763471	unassigned
1-21769227-21769922	unassigned
1-21772547-21773189	unassigned
1-21789201-21789523	unassigned
1-21792420-21792900	unassigned
1-21800229-21800811	unassigned
1-21801669-21802690	sub_clust_2
1-21858045-21858244	unassigned
1-21858263-21858462	unassigned
1-21890335-21891238	unassigned
1-22034736-22035371	unassigned
1-22042614-22043117	unassigned
1-22054278-22054862	unassigned
1-22056185-22056624	unassigned
1-22062388-22062627	unassigned
1-22066547-22066963	unassigned
1-22073871-22074127	unassigned
1-22111278-22111588	unassigned
1-22125525-22126138	unassigned
1-22175158-22175362	unassigned
1-22178720-22179233	sub_clust_5
1-22192126-22192369	unassigned
1-22196321-22196832	unassigned
1-22220671-22221342	unassigned
1-22232164-22232425	unassigned
1-22248726-22249215	unassigned
1-22270478-22271325	unassigned
1-22286131-22286438	unassigned
1-22287953-22288403	unassigned
1-22305587-22305910	unassigned
1-22316096-22316553	unassigned
1-22393645-22394160	unassigned
1-22400307-22400916	unassigned
1-22401169-22402704	unassigned
1-22412495-22413007	sub_clust_2
1-22426373-22426673	unassigned
1-22442683-22442970	unassigned
1-22453023-22453244	unassigned
1-22457875-22458244	unassigned
1-22490135-22490800	unassigned
1-22514342-22514589	unassigned
1-22529909-22530281	unassigned
1-22535587-22535786	unassigned
1-22558049-22558554	unassigned
1-22572835-22573176	unassigned
1-22588154-22588378	unassigned
1-22626630-22627142	unassigned
1-22628786-22628991	unassigned
1-22632280-22632712	unassigned
1-22632996-22633266	unassigned
1-22634657-22635113	unassigned
1-22639814-22640589	sub_cluster_4
1-22642027-22642226	sub_clust_0
1-22647989-22648496	unassigned
1-22701656-22702600	sub_clust_3
1-22752030-22752901	unassigned
1-22763484-22764256	sub_clust_5
1-22869405-22869739	unassigned
1-22887076-22887615	sub_clust_0
1-22915467-22916456	sub_clust_1
1-22928820-22929266	unassigned
1-22930781-22931461	unassigned
1-22987847-22988567	sub_clust_5
1-23036195-23036652	unassigned
1-23070180-23071314	unassigned
1-23109277-23110892	unassigned
1-23129790-23131806	unassigned
1-23197566-23197765	unassigned
1-23203065-23203387	unassigned
1-23212278-23212609	unassigned
1-23214017-23214617	unassigned
1-23257639-23258084	sub_clust_2
1-23290194-23290395	unassigned
1-23306846-23307050	unassigned
1-23378780-23379025	sub_clust_1
1-23459628-23460101	unassigned
1-23529660-23530436	unassigned
1-23543668-23543904	unassigned
1-23551768-23551974	unassigned
1-23613446-23613808	unassigned
1-23625750-23626021	unassigned
1-23648290-23648535	unassigned
1-23666223-23666702	unassigned
1-23689299-23690488	unassigned
1-23749538-23750452	unassigned
1-23802379-23803249	sub_clust_2
1-23843598-23845818	unassigned
1-23970181-23970791	sub_clust_2
1-23990847-23991743	unassigned
1-23995974-23996846	unassigned
1-24020047-24021656	unassigned
1-24023694-24024321	sub_clust_0
1-24038908-24039661	sub_clust_2
1-24043700-24044508	unassigned
1-24054340-24054711	unassigned
1-24061996-24064003	unassigned
1-24095274-24095841	unassigned
1-24120789-24121334	sub_clust_1
1-24156652-24157286	unassigned
1-24165441-24165995	unassigned
1-24200348-24201300	unassigned
1-24210002-24210257	unassigned
1-24254546-24254912	sub_clust_3
1-24266276-24266677	unassigned
1-24289076-24289613	unassigned
1-24299060-24299942	unassigned
1-24389266-24389541	sub_cluster_4
1-24397813-24398012	unassigned
1-24449030-24449807	unassigned
1-24460588-24461494	unassigned
1-24551987-24552278	unassigned
1-24589207-24589406	unassigned
1-24622587-24622993	unassigned
1-24623788-24625066	unassigned
1-24665619-24666199	unassigned
1-24689482-24690120	unassigned
1-24708594-24708981	unassigned
1-24709620-24709899	unassigned
1-24715477-24715694	unassigned
1-24722296-24722529	unassigned
1-24731810-24732069	unassigned
1-24776023-24776680	sub_clust_1
1-24779918-24780285	unassigned
1-24790622-24791006	unassigned
1-24799128-24799515	unassigned
1-24818517-24819494	unassigned
1-24857248-24858169	sub_clust_5
1-24862388-24862648	unassigned
1-24879475-24879979	unassigned
1-24927493-24928102	unassigned
1-24992009-24992652	unassigned
1-25045104-25045974	sub_clust_3
1-25055171-25055873	sub_cluster_4
1-25088645-25089464	unassigned
1-25091708-25091972	unassigned
1-25122703-25123626	unassigned
1-25146296-25147156	unassigned
1-25157064-25158184	unassigned
1-25185303-25185630	unassigned
1-25186505-25186960	unassigned
1-25236907-25237445	sub_clust_3
1-25260830-25261239	unassigned
1-25275411-25275610	unassigned
1-25327083-25327313	unassigned
1-25335595-25336482	unassigned
1-25342583-25343035	sub_clust_5
1-25351873-25352088	unassigned
1-25362381-25363318	sub_clust_3
1-25368914-25369182	unassigned
1-25379933-25380132	unassigned
1-25381605-25381864	unassigned
1-25399021-25399220	unassigned
1-25411690-25412215	unassigned
1-25437315-25439463	unassigned
1-25443751-25444311	unassigned
1-25473981-25474223	unassigned
1-25474441-25474986	unassigned
1-25498579-25499442	sub_clust_1
1-25534744-25534966	unassigned
1-25622796-25623561	unassigned
1-25635123-25635915	unassigned
1-25686944-25687178	unassigned
1-25730638-25731084	unassigned
1-25790198-25790423	unassigned
1-25827160-25827497	unassigned
1-25862844-25863806	sub_clust_2
1-25883789-25884654	unassigned
1-25905883-25906257	unassigned
1-25993299-25993647	unassigned
1-26003658-26004493	unassigned
1-26023051-26023833	sub_clust_3
1-26039719-26040079	unassigned
1-26042567-26042916	unassigned
1-26052573-26052772	unassigned
1-26070395-26070613	sub_clust_3
1-26085503-26086574	unassigned
1-26142705-26143848	unassigned
1-26150588-26151205	unassigned
1-26263849-26264322	unassigned
1-26291837-26292989	unassigned
1-26311869-26312180	unassigned
1-26354979-26357589	unassigned
1-26413884-26414676	unassigned
1-26539863-26540290	unassigned
1-26624352-26625108	sub_clust_1
1-26635595-26635845	unassigned
1-26641355-26641897	unassigned
1-26650333-26651317	sub_clust_2
1-26666203-26666587	unassigned
1-26774670-26775101	unassigned
1-26853465-26854867	unassigned
1-26864454-26864908	unassigned
1-26900390-26900589	unassigned
1-26920239-26920562	sub_clust_0
1-26935019-26935523	sub_clust_0
1-26935836-26936449	sub_clust_2
1-27079793-27080176	unassigned
1-27173968-27175175	unassigned
1-27264388-27265120	unassigned
1-27283231-27283651	unassigned
1-27348131-27348403	unassigned
1-27349794-27349993	unassigned
1-27405536-27405914	unassigned
1-27419653-27421140	unassigned
1-27470722-27471247	unassigned
1-27492486-27492685	unassigned
1-27568255-27568619	unassigned
1-27576507-27577350	unassigned
1-27578484-27578881	unassigned
1-27594205-27594804	unassigned
1-27618369-27618743	unassigned
1-27641381-27641790	unassigned
1-27654209-27654536	unassigned
1-27684592-27685977	sub_clust_2
1-27704291-27704495	unassigned
1-27799123-27799322	unassigned
1-27894549-27894932	unassigned
1-27907684-27908814	unassigned
1-27919539-27920248	unassigned
1-27955511-27956734	sub_clust_2
1-27962764-27963318	sub_clust_0
1-28001981-28002729	unassigned
1-28019884-28020111	unassigned
1-28081605-28082019	unassigned
1-28159236-28159495	unassigned
1-28184112-28185051	unassigned
1-28186540-28186789	unassigned
1-28296901-28297389	unassigned
1-28309786-28310077	unassigned
1-28319745-28320360	unassigned
1-28358286-28358583	unassigned
1-28361074-28362316	unassigned
1-28520119-28520533	unassigned
1-28524781-28525572	unassigned
1-28563088-28563636	unassigned
1-28618066-28618566	sub_clust_5
1-28670033-28670278	unassigned
1-28714687-28715348	unassigned
1-28716581-28717074	unassigned
1-28730265-28730464	unassigned
1-28739995-28740233	unassigned
1-28760351-28760662	unassigned
1-28783632-28783887	unassigned
1-28808408-28808800	unassigned
1-28811687-28812142	unassigned
1-28858799-28859029	unassigned
1-28859090-28859505	unassigned
1-28867687-28868102	unassigned
1-28920835-28921745	sub_cluster_4
1-28935650-28936156	sub_clust_5
1-28960712-28961118	sub_clust_2
1-28975529-28976180	unassigned
1-28978589-28979734	unassigned
1-28990232-28990859	unassigned
1-29089633-29089862	unassigned
1-29120169-29121133	unassigned
1-29128210-29128468	sub_clust_1
1-29132523-29133710	sub_clust_2
1-29157062-29157401	unassigned
1-29161442-29162180	unassigned
1-29191487-29192409	sub_clust_2
1-29292123-29292735	unassigned
1-29318902-29319101	unassigned
1-29323233-29323596	unassigned
1-29363588-29365469	unassigned
1-29375744-29376293	unassigned
1-29400314-29400618	unassigned
1-29420617-29420821	unassigned
1-29453630-29453837	unassigned
1-29479466-29479739	unassigned
1-29480098-29480321	unassigned
1-29597570-29598646	unassigned
1-29617954-29618849	unassigned
1-29708156-29709379	unassigned
1-29710098-29710688	unassigned
1-29753168-29753439	unassigned
1-29783424-29784142	unassigned
1-29805821-29806199	unassigned
1-29812502-29813401	unassigned
1-29814576-29815263	unassigned
1-29839039-29839769	unassigned
1-29917316-29918372	sub_clust_5
1-29999561-29999760	unassigned
1-30013627-30013846	unassigned
1-30050995-30051303	unassigned
1-30132417-30132762	unassigned
1-30153092-30153572	unassigned
1-30154727-30155943	sub_clust_1
1-30157955-30158406	unassigned
1-30189787-30190713	unassigned
1-30202852-30203051	unassigned
1-30203529-30203837	sub_clust_0
1-30208980-30209965	unassigned
1-30224926-30225316	unassigned
1-30246441-30246796	unassigned
1-30255224-30255489	unassigned
1-30273479-30273858	unassigned
1-30333293-30333563	unassigned
1-30342294-30342875	sub_clust_1
1-30354380-30354928	unassigned
1-30372395-30372788	unassigned
1-30386155-30386354	unassigned
1-30410232-30410642	unassigned
1-30420926-30421319	unassigned
1-30427322-30427895	unassigned
1-30446003-30446415	unassigned
1-30456725-30457455	unassigned
1-30467658-30467968	unassigned
1-30469088-30469307	unassigned
1-30494624-30495350	unassigned
1-30524967-30525245	unassigned
1-30541054-30541416	unassigned
1-30550566-30551539	sub_clust_2
1-30556026-30556554	unassigned
1-30562506-30562886	unassigned
1-30578080-30578930	unassigned
1-30641295-30641680	sub_clust_3
1-30641998-30642645	unassigned
1-30674211-30674720	unassigned
1-30674996-30675195	sub_clust_1
1-30714707-30715061	unassigned
1-30986100-30986575	unassigned
1-31030569-31031006	unassigned
1-31078613-31078897	unassigned
1-31148828-31149135	unassigned
1-31172158-31172357	unassigned
1-31176156-31177330	sub_clust_0
1-31189651-31191113	unassigned
1-31221166-31221448	unassigned
1-31224228-31224428	unassigned
1-31261336-31261827	unassigned
1-31268575-31269580	unassigned
1-31275708-31275958	sub_clust_2
1-31286579-31287153	unassigned
1-31296661-31297124	unassigned
1-31314736-31315149	unassigned
1-31322994-31323201	unassigned
1-31324933-31325604	unassigned
1-31332140-31332399	unassigned
1-31341562-31342221	unassigned
1-31388215-31389343	sub_clust_2
1-31425864-31426119	unassigned
1-31544185-31544887	unassigned
1-31548171-31548901	unassigned
1-31643222-31645099	unassigned
1-31671671-31671962	sub_clust_2
1-31679925-31680192	unassigned
1-31682251-31682532	unassigned
1-31712744-31712982	unassigned
1-31761634-31762106	unassigned
1-31792935-31793372	unassigned
1-31883685-31884010	sub_clust_1
1-31907609-31907886	unassigned
1-31933208-31933420	unassigned
1-31935752-31935971	unassigned
1-31941808-31942447	unassigned
1-31948907-31949190	unassigned
1-31960577-31961071	sub_clust_0
1-31968383-31969236	sub_clust_2
1-32032517-32033696	unassigned
1-32080280-32080617	unassigned
1-32083134-32083510	unassigned
1-32127399-32129499	unassigned
1-32138608-32138984	unassigned
1-32170313-32170638	unassigned
1-32174287-32174659	unassigned
1-32209924-32210827	unassigned
1-32244315-32245274	sub_clust_0
1-32259123-32259334	unassigned
1-32292806-32293036	unassigned
1-32346626-32347032	unassigned
1-32354006-32354538	unassigned
1-32355356-32355700	unassigned
1-32365504-32367381	unassigned
1-32376363-32377344	unassigned
1-32413452-32413713	unassigned
1-32422848-32423788	unassigned
1-32457195-32457743	unassigned
1-32480393-32481059	unassigned
1-32481613-32481812	unassigned
1-32544099-32544543	sub_clust_1
1-32578763-32579267	unassigned
1-32622377-32622861	unassigned
1-32641766-32642632	unassigned
1-32645680-32646035	unassigned
1-32661343-32661715	unassigned
1-32684082-32684345	unassigned
1-32715875-32716143	unassigned
1-32717562-32718144	unassigned
1-32719436-32719958	unassigned
1-32726947-32727146	unassigned
1-32731286-32731890	unassigned
1-32749836-32750215	unassigned
1-32751797-32752284	unassigned
1-32754224-32754484	sub_clust_0
1-32768992-32769216	unassigned
1-32796567-32797115	unassigned
1-32813614-32814122	unassigned
1-32824139-32824461	unassigned
1-32831619-32832195	unassigned
1-32849475-32850658	unassigned
1-32882322-32883576	unassigned
1-32885164-32885392	unassigned
1-32888496-32888728	unassigned
1-32899282-32899515	unassigned
1-32899730-32899976	unassigned
1-32909120-32909467	unassigned
1-32923023-32923246	unassigned
1-32944236-32944776	unassigned
1-32946289-32947041	unassigned
1-32950141-32950381	unassigned
1-32955266-32955482	unassigned
1-32957411-32957930	unassigned
1-32958071-32958448	unassigned
1-32958678-32959014	unassigned
1-32994700-32994906	unassigned
1-32998486-32998983	unassigned
1-33045834-33046618	unassigned
1-33070168-33070584	unassigned
1-33079773-33080119	unassigned
1-33080543-33080770	unassigned
1-33081843-33083699	sub_clust_2
1-33094415-33094625	unassigned
1-33105334-33105724	unassigned
1-33151696-33152064	unassigned
1-33154029-33154287	unassigned
1-33160015-33161323	unassigned
1-33184422-33185012	unassigned
1-33239510-33240093	unassigned
1-33271738-33272655	unassigned
1-33346828-33347107	unassigned
1-33363972-33364264	unassigned
1-33372147-33372465	unassigned
1-33405460-33406327	unassigned
1-33454617-33455211	sub_clust_0
1-33474610-33475281	unassigned
1-33477581-33478090	unassigned
1-33483393-33484162	unassigned
1-33507048-33507519	unassigned
1-33508231-33508711	unassigned
1-33519875-33520588	unassigned
1-33593971-33594307	unassigned
1-33601346-33601545	unassigned
1-33617241-33617577	unassigned
1-33653445-33653972	sub_clust_0
1-33656294-33657354	unassigned
1-33680298-33681009	sub_clust_1
1-33693626-33694007	unassigned
1-33736075-33736274	unassigned
1-33756150-33756849	unassigned
1-33775244-33776194	unassigned
1-33780930-33781993	unassigned
1-33786122-33786488	unassigned
1-33793486-33793685	unassigned
1-33798457-33798895	unassigned
1-33811592-33813416	unassigned
1-33825956-33826237	unassigned
1-33866922-33867121	unassigned
1-33883244-33883761	sub_clust_2
1-33885700-33886234	unassigned
1-33921765-33922046	unassigned
1-33929088-33929431	unassigned
1-33946479-33946924	unassigned
1-33949110-33949416	unassigned
1-33952298-33952749	unassigned
1-33954696-33954938	unassigned
1-33956774-33957404	unassigned
1-33976380-33977606	unassigned
1-33985468-33985931	unassigned
1-33989143-33989548	unassigned
1-34021854-34022112	unassigned
1-34022918-34023125	unassigned
1-34027260-34028117	unassigned
1-34031357-34031556	unassigned
1-34040110-34040448	unassigned
1-34059064-34059604	unassigned
1-34072953-34073408	unassigned
1-34111421-34111700	unassigned
1-34116563-34117184	unassigned
1-34134626-34134864	unassigned
1-34180571-34181373	unassigned
1-34251710-34251938	unassigned
1-34257340-34257598	unassigned
1-34270184-34271238	unassigned
1-34274233-34274673	unassigned
1-34281912-34282816	unassigned
1-34302550-34302907	unassigned
1-34361163-34361579	unassigned
1-34376857-34377220	unassigned
1-34388892-34389201	unassigned
1-34423902-34424171	unassigned
1-34432621-34433657	unassigned
1-34453964-34454376	unassigned
1-34459748-34460591	unassigned
1-34470596-34471698	unassigned
1-34478432-34479803	unassigned
1-34509194-34509727	sub_clust_2
1-34599499-34600021	sub_clust_0
1-34603050-34603815	unassigned
1-34624093-34624732	unassigned
1-34626307-34626814	unassigned
1-34636345-34636702	unassigned
1-34661241-34661656	sub_clust_0
1-34744948-34745833	sub_cluster_4
1-34771374-34771672	unassigned
1-34772558-34772757	unassigned
1-34776256-34776741	unassigned
1-34777267-34778070	unassigned
1-34792010-34792386	unassigned
1-34820838-34821287	unassigned
1-34987736-34987976	unassigned
1-34991405-34991681	unassigned
1-35009068-35009378	unassigned
1-35010508-35010844	sub_clust_1
1-35012288-35013462	unassigned
1-35014867-35015151	unassigned
1-35057632-35057848	unassigned
1-35075821-35077026	unassigned
1-35103668-35104275	unassigned
1-35140946-35141145	unassigned
1-35142961-35143552	unassigned
1-35214074-35214353	unassigned
1-35292521-35293957	unassigned
1-35414151-35414359	unassigned
1-35426385-35426667	unassigned
1-35460138-35460337	unassigned
1-35520435-35521583	unassigned
1-35630725-35632094	unassigned
1-35666408-35666693	unassigned
1-35676012-35676534	unassigned
1-35697606-35698614	unassigned
1-35766645-35767469	sub_clust_2
1-35770071-35770275	unassigned
1-35777397-35778375	unassigned
1-35809282-35810254	unassigned
1-35821158-35821416	unassigned
1-35849349-35849768	sub_clust_2
1-35864586-35864837	unassigned
1-35865746-35867320	sub_clust_2
1-35875589-35875901	unassigned
1-35900260-35901143	sub_clust_3
1-35992867-35993118	unassigned
1-36120344-36121400	unassigned
1-36186187-36186407	unassigned
1-36192617-36193455	unassigned
1-36205515-36205714	unassigned
1-36225480-36226240	sub_clust_2
1-36257696-36258011	sub_clust_0
1-36260881-36261223	unassigned
1-36333032-36333346	unassigned
1-36345868-36346376	unassigned
1-36459155-36459468	unassigned
1-36476802-36477939	sub_clust_2
1-36485806-36487516	sub_clust_5
1-36494758-36495289	sub_clust_0
